 EoSType = ColdTable
 Nrho=2000
 RhoMin=   0.161865E-14    RhoMax=   0.998053E-03
HeatCapacity=   0.160000E-02
     GammaTh=   0.166667E+01
    Kappa=   0.100000E+03
 RhoSpacing = Log
 6.25156262E-02 1.96243272E+00 4.88413942E-01
 6.38466699E-02 1.96105933E+00 4.92954676E-01
 6.51974508E-02 1.95966664E+00 4.97410816E-01
 6.65682789E-02 1.95825491E+00 5.01783658E-01
 6.79594690E-02 1.95682442E+00 5.06074393E-01
 6.93713404E-02 1.95537543E+00 5.10284121E-01
 7.08105204E-02 1.95390610E+00 5.14415891E-01
 7.22843288E-02 1.95241450E+00 5.18472780E-01
 7.38101129E-02 1.95101422E+00 5.22652097E-01
 7.54026240E-02 1.94974636E+00 5.27029329E-01
 7.70210387E-02 1.94845934E+00 5.31324951E-01
 7.86658218E-02 1.94715350E+00 5.35539772E-01
 8.03499017E-02 1.94582473E+00 5.39678392E-01
 8.20704913E-02 1.94447466E+00 5.43740304E-01
 8.38187217E-02 1.94310690E+00 5.47723235E-01
 8.55950769E-02 1.94172174E+00 5.51627789E-01
 8.74000482E-02 1.94031941E+00 5.55454530E-01
 8.92341344E-02 1.93890018E+00 5.59203971E-01
 9.11323226E-02 1.93756013E+00 5.62972464E-01
 9.31148498E-02 1.93638213E+00 5.66834612E-01
 9.51318868E-02 1.93518774E+00 5.70619338E-01
 9.71840850E-02 1.93397724E+00 5.74327104E-01
 9.92721064E-02 1.93275088E+00 5.77958342E-01
 1.01396624E-01 1.93150891E+00 5.81513451E-01
 1.03572583E-01 1.93024627E+00 5.84996134E-01
